3.786623,2.102216,-0.269361,0.21726,-8.633327,-2.432049,-85.0,14.0
1.72511,1.767609,3.289801,0.320325,-8.790723,-2.151347,-85.0,14.0
8.16644,0.83083,6.842378,0.934992,-8.790723,-1.817115,-85.0,16.0
5.315997,-0.731465,8.279571,-0.360921,-8.790723,-1.765982,49.0,18.0
-1.641308,-5.026882,12.504355,-3.409754,-6.920356,-2.965488,-85.0,18.0
-3.885388,-4.685691,9.460571,-3.859568,2.759582,-0.194693,-85.0,17.0
2.8259,4.297811,-10.108236,-1.073061,8.662569,4.330352,-85.0,16.0
6.813048,19.6137,-19.6137,-0.658666,8.662569,4.05258,-85.0,16.0
7.401453,19.098324,-19.6137,2.573128,4.99534,1.748911,-85.0,15.0
8.478899,14.963326,-19.6137,3.220019,3.080764,1.49564,-85.0,15.0
9.777221,9.603632,-17.48814,1.934758,2.515899,1.295101,-85.0,15.0
9.188217,7.528352,-11.458036,1.225548,1.00107,0.848216,-85.0,14.0
4.624037,6.437139,-5.721835,1.915051,-2.086112,0.389879,-85.0,14.0
1.506029,6.167778,-1.192971,2.768607,-5.394342,-0.226385,-85.0,15.0
0.990651,5.434516,1.605992,3.144384,-6.950983,-0.695375,-85.0,17.0
2.283586,1.032552,6.234819,4.369457,-8.790723,-1.796875,-85.0,18.0
4.974207,-1.777186,3.881198,-0.997958,-8.790723,-4.108801,64.0,18.0
-3.170084,-8.159257,13.23642,-3.136243,-6.654036,-4.166059,-85.0,18.0
-5.295645,-8.03954,2.307529,-3.316808,5.519458,0.006911,-85.0,17.0
3.444234,-2.871991,-16.187424,-0.676776,8.662569,2.520707,-85.0,16.0
12.662979,1.042727,-18.462032,-2.79775,8.662569,4.547669,-85.0,16.0
17.814966,19.6137,-19.6137,-4.021225,8.662569,5.078179,-85.0,16.0
16.401117,14.288725,-19.6137,1.516902,2.500719,2.360382,-85.0,15.0
13.292686,7.57145,-14.15165,1.880429,-1.017636,-0.49883,-85.0,14.0
9.734721,4.401366,-9.295363,0.359208,-4.075258,-2.475459,-85.0,14.0
5.226808,1.919649,-4.044611,0.566405,-6.589853,-2.703429,-85.0,14.0
3.69923,2.032182,-1.835249,0.796506,-7.644747,-2.478654,-85.0,14.0
6.177953,2.605024,4.451048,1.777363,-8.790723,-2.040824,-85.0,15.0
7.367933,-2.474533,7.168605,1.521163,-8.790723,-2.229645,-85.0,17.0
-1.525184,-4.820971,19.121668,-1.7346,-7.364045,-2.507417,42.0,19.0
-3.508881,-3.676484,10.423688,-3.888864,4.846733,-0.437843,55.0,17.0
-1.005017,-0.875723,-0.518371,-1.908773,8.662569,1.580596,-85.0,16.0
9.023607,5.398002,-19.6137,1.017552,8.662569,3.639784,-85.0,15.0
19.6137,10.59608,-19.6137,-0.068235,8.662569,5.109072,-85.0,15.0
19.6137,13.052655,-19.6137,0.168523,6.237457,4.997218,-85.0,13.0
13.096951,6.051054,-13.62849,2.666606,-2.124462,0.479362,-85.0,13.0
8.280169,2.810337,-6.718472,0.387172,-5.29021,-1.928437,-85.0,13.0
5.952887,2.010034,-4.388197,-0.294607,-6.329125,-2.396362,-85.0,13.0
0.799704,2.45478,0.600975,-0.945493,-7.295335,-2.365469,-85.0,13.0
2.311121,5.27649,5.154979,0.27292,-8.790723,-2.322325,-85.0,15.0
7.308074,0.668016,5.590746,0.707022,-8.790723,-2.344163,58.0,17.0
0.760197,-4.198447,13.91102,-0.213379,-8.504163,-3.629424,55.0,19.0
-4.528264,-5.391418,15.731904,-2.091469,-3.066437,-2.755095,-85.0,18.0
-2.554743,-3.073713,-0.342986,-3.266473,8.662569,1.782201,-85.0,16.0
11.454445,7.353566,-19.6137,-0.894094,8.662569,4.625435,-85.0,16.0
19.6137,16.946424,-19.6137,-1.234184,8.662569,6.816717,-85.0,15.0
19.6137,19.303038,-19.6137,0.907561,7.346414,5.150352,-85.0,14.0
17.006282,8.866779,-14.954946,3.789945,-2.735134,0.46871,-85.0,13.0
14.496433,5.817009,-10.873821,2.27192,-4.827879,-1.09885,-85.0,13.0
9.459374,2.574496,-4.78745,0.23963,-6.888931,-2.916485,-85.0,13.0
3.32811,1.759828,-0.753613,-0.634698,-6.926748,-3.125547,-85.0,14.0
1.937007,1.899895,3.675286,-0.278628,-7.991229,-2.809691,-85.0,14.0
6.52932,-2.452386,5.897818,0.104606,-8.790723,-2.631522,-85.0,15.0
5.950493,-4.331331,4.401366,-1.273067,-8.790723,-4.257141,-85.0,16.0
-0.216087,-7.673208,12.378654,-4.14533,-6.012204,-3.915452,-85.0,16.0
-1.725708,-6.078589,7.669617,-0.879446,2.756653,1.072724,-85.0,15.0
2.465554,5.684723,-8.963749,0.041222,8.662569,4.855003,-85.0,15.0
9.901726,14.789139,-16.390942,0.321391,8.662569,6.425226,-85.0,14.0
19.6137,17.799402,-19.6137,2.157668,8.662569,-9.34865,-85.0,14.0
19.6137,14.847201,-19.6137,4.680253,8.662569,7.466538,-85.0,12.0
19.6137,5.068185,-19.6137,3.29379,5.510936,2.896751,-85.0,13.0
15.676834,4.719212,-12.832976,0.445762,-3.720253,-0.76302,-85.0,13.0
11.942886,-0.329818,-2.16387,1.368029,-8.327059,-3.941019,-85.0,16.0
5.952288,-1.392897,-0.289114,0.548828,-8.790723,-3.18387,-85.0,16.0
1.739476,-0.040104,3.686061,-0.823252,-7.737693,-2.07518,-85.0,14.0
3.395749,1.325258,4.419323,-1.242707,-8.094029,-1.885826,-85.0,11.0
4.820971,-0.982869,5.132831,-0.636562,-8.790723,-2.383046,110.0,15.0
2.658896,-4.679705,13.041283,-0.374237,-6.554166,-2.964689,-85.0,17.0
-4.190066,-2.427245,8.473512,-2.834768,3.089287,1.314543,-85.0,16.0
1.54793,9.55814,-10.611044,-1.50876,8.662569,4.766318,-85.0,15.0
5.658385,14.74245,-17.498914,-0.989969,8.662569,4.745812,-85.0,13.0
13.304658,19.6137,-19.6137,1.502521,8.662569,4.883499,-85.0,10.0
19.6137,9.443213,-13.947535,5.756985,5.508272,3.564149,-85.0,13.0
15.454761,11.499937,-17.95623,2.237831,1.679121,1.495374,62.0,12.0
11.301208,7.247617,-11.908169,1.468698,-2.724482,-1.44693,54.0,13.0
7.771376,2.639742,-5.636238,0.799702,-6.184247,-3.546332,45.0,13.0
5.881656,1.856199,-3.937465,0.075311,-7.130749,-3.939953,43.0,13.0
2.999489,1.419235,0.527948,0.105139,-8.790723,-4.25794,43.0,14.0
8.498652,-0.884702,1.987288,0.120852,-8.790723,-4.127176,40.0,16.0
5.515324,-4.792238,12.377457,-0.208852,-8.790723,-4.048346,38.0,17.0
-3.892571,-7.525359,18.058588,-1.938335,-1.087412,-1.737486,-85.0,17.0
-3.316138,-4.913152,11.463424,-1.356958,4.495723,0.69668,-85.0,15.0
2.710374,2.575693,-8.310098,-0.477302,8.662569,4.389209,-85.0,15.0
18.524884,12.31281,-13.189132,-2.681368,8.662569,7.397562,-85.0,11.0
19.6137,10.011266,-10.35126,4.107931,8.662569,6.616444,-85.0,13.0
19.6137,9.979541,-19.6137,1.229276,5.148474,4.612385,-85.0,12.0
16.605831,9.935844,-13.591977,0.736318,-1.8648,0.164572,-85.0,12.0
14.679,7.631907,-10.202213,0.720338,-4.350366,-2.054673,-85.0,13.0
9.225329,2.906709,-4.058977,0.312336,-6.531262,-3.728495,-85.0,16.0
4.424112,1.813101,-0.112533,-0.842694,-6.575205,-3.376686,-85.0,14.0
-0.010175,1.643104,2.177039,-1.059212,-6.609294,-2.872542,-85.0,12.0
-2.469745,11.215013,2.916885,-0.55347,-8.790723,-2.823007,-85.0,14.0
1.714934,-0.406436,7.789334,-0.956679,-8.397635,-4.090424,-85.0,15.0
-1.232478,-3.168289,8.762627,-1.835535,-4.985274,-3.735952,62.0,16.0
-3.347264,-0.650058,4.075737,-1.898121,2.45944,-0.666612,80.0,15.0
-1.621555,3.506487,-6.259361,0.074246,7.403939,2.224825,128.0,14.0
10.418301,8.957764,-12.560622,0.720338,8.662569,5.333846,-85.0,12.0
19.6137,16.683048,-19.6137,2.652491,8.662569,5.181511,-85.0,8.0
19.6137,9.681448,-19.6137,4.493296,8.002095,3.139901,-85.0,13.0
15.567294,14.115735,-19.6137,1.365632,-1.148665,0.503598,51.0,12.0
12.330169,7.159028,-10.189045,0.477188,-4.909639,-3.247521,50.0,12.0
7.597189,4.734176,-6.40721,-0.626974,-5.868125,-3.990821,58.0,13.0
3.725567,4.473195,-2.571503,-0.36385,-7.010372,-3.460044,64.0,13.0
2.133342,1.713138,3.024629,1.415434,-8.22133,-3.16869,57.0,13.0
5.104698,0.447738,3.8806,1.613044,-8.790723,-3.337803,59.0,16.0
4.931109,-2.279994,6.832801,1.337402,-8.790723,-4.38604,43.0,17.0
-2.30693,-6.696325,15.997674,-0.498874,-3.503734,-3.159369,-85.0,17.0
-1.064276,-3.861445,6.184538,0.184769,5.252073,0.389613,-85.0,16.0
1.510818,1.646696,-7.483458,0.353882,8.662569,3.179583,-85.0,15.0
5.697891,6.425766,-14.055279,-0.477302,8.662569,4.142862,-85.0,14.0
19.6137,15.527788,-18.742166,-2.228357,8.662569,5.941323,-85.0,14.0
19.246172,15.278179,-19.6137,0.998643,7.96481,5.145558,-85.0,13.0
18.329744,12.160172,-18.65657,2.137162,3.231235,2.851742,-85.0,12.0
14.315661,10.390167,-13.839789,0.259072,-1.151328,-1.18354,-85.0,12.0
10.706817,7.2973,-7.951549,-0.096198,-5.423104,-4.033166,-85.0,13.0
8.426224,5.320187,-4.777274,-0.251463,-6.799447,-4.444098,-85.0,13.0
4.16313,5.357299,2.99051,-0.38915,-8.790723,-3.70133,-85.0,13.0
10.626607,3.150331,4.791042,-0.010976,-8.790723,-3.587079,69.0,15.0
4.202038,-2.727733,8.905088,-1.166539,-8.790723,-5.481681,47.0,17.0
-1.928029,-7.403847,10.871427,-2.42863,-2.274667,-5.205507,44.0,17.0
-2.175243,-6.97227,4.638403,0.895311,4.988948,-1.190464,49.0,15.0
0.622524,-3.453213,-2.960581,1.558182,7.667064,1.102552,-85.0,15.0
0.127497,2.633157,-13.214272,2.366463,8.662569,2.683694,54.0,15.0
16.015032,8.025174,-17.330114,-0.310053,8.662569,4.951144,-85.0,14.0
16.93505,12.981424,-19.6137,1.50039,8.662569,4.73436,-85.0,14.0
18.386012,9.148711,-19.6137,1.596532,4.635808,2.473035,-85.0,13.0
17.274446,8.608192,-18.26031,0.565606,1.329177,1.005878,-85.0,12.0
12.59534,5.70687,-10.950439,0.478253,-4.312815,-2.715147,-85.0,13.0
8.50763,1.884931,-4.582137,-0.362518,-6.862298,-3.991087,-85.0,13.0
3.566943,1.455748,-1.04991,-0.992632,-7.195731,-3.749534,-85.0,13.0
1.782574,-0.00419,4.208024,-1.106084,-8.124389,-3.004637,-85.0,13.0
3.960211,-2.193799,1.954366,-3.631865,-8.790723,-3.737017,-85.0,15.0
6.549672,-2.233305,6.143236,-3.476334,-8.790723,-4.792711,-85.0,16.0
-2.790584,-7.579231,13.991231,1.025541,-2.750048,-3.73249,-85.0,16.0
-2.124962,-1.127726,5.755954,2.587509,6.465427,0.539817,-85.0,15.0
4.706641,5.39082,-18.138198,4.317259,8.662569,1.790723,-85.0,16.0
6.654424,6.443723,-19.6137,2.349951,8.662569,3.366273,-85.0,15.0
14.194149,9.127162,-19.6137,1.325684,8.662569,3.442441,-85.0,15.0
16.616606,7.372721,-19.6137,1.673498,6.991942,2.329222,-85.0,14.0
14.007991,3.32811,-18.782872,-0.073827,2.309235,0.849281,-85.0,13.0
10.06454,6.422773,-11.668138,-1.563356,-2.046164,-1.710321,-85.0,13.0
6.657417,3.96081,-7.378108,-0.864798,-5.864663,-4.026774,-85.0,13.0
5.699089,2.915687,-2.290769,-1.12739,-8.790723,-4.488573,-85.0,14.0
4.413935,1.541345,1.402475,-0.731372,-8.790723,-4.291763,-85.0,14.0
7.805495,-3.126986,3.43346,-2.252859,-8.790723,-3.789216,-85.0,16.0
