0.572243,5.708666,5.25554,3.692489,-2.187121,-3.188377
-1.528775,2.217742,5.729018,3.367844,-2.078728,-3.089838
-3.43346,-0.95294,4.930511,2.76676,-1.750622,-3.024324
-8.105384,-7.714511,3.219766,2.363285,-1.436897,-2.481829
-13.230434,-14.781358,3.858452,1.383759,-1.228368,-1.489787
-15.326665,-17.184062,5.887043,-0.903131,-0.012883,0.116922
-10.645164,-10.997128,8.041935,-2.590269,1.17304,2.256538
-7.248815,-5.50874,8.948186,-3.049139,1.78025,3.3362
1.608985,11.487367,6.155806,-3.31759,2.842335,4.7967
9.43184,19.6137,-1.093607,-3.137025,3.286291,3.908256
14.02954,19.6137,-8.64291,-0.681819,1.809812,2.074375
11.361665,19.6137,-8.90868,1.788299,-0.137787,-0.762733
9.305539,19.6137,-6.602946,1.507332,-0.867238,-2.238945
4.489955,12.624072,0.477069,2.667955,-2.165815,-3.310085
-0.391471,4.680304,5.270505,3.305792,-2.500313,-3.181985
-4.094293,-1.833453,4.740761,2.624545,-1.902957,-2.79369
-8.63872,-7.85817,3.487931,2.196835,-1.627582,-1.931079
-13.049663,-14.086405,4.706641,0.894529,-1.139151,-1.055152
-14.599987,-15.755847,5.761341,-0.235999,-0.546056,-0.37497
-12.505552,-13.677574,7.646871,-2.303443,0.720029,1.391797
-6.291684,-4.397774,8.797344,-3.45075,1.907285,3.432608
3.395749,16.894948,3.710004,-3.731185,3.016775,4.962352
11.989576,19.6137,-5.651801,-3.471523,3.086284,3.495992
13.521943,19.6137,-8.023977,-1.730055,2.005291,2.33963
10.703824,19.6137,-7.22128,1.250865,-0.012883,-0.69056
6.323409,18.903784,-2.267424,1.921726,-1.337826,-2.96307
2.203975,8.873363,3.736342,3.328961,-2.274474,-3.431793
-2.000457,1.546733,5.834966,3.082083,-2.187919,-3.154021
-3.607647,-1.213922,4.979594,2.609365,-1.87739,-3.043232
-6.783119,-5.701483,1.993873,2.341979,-1.466458,-2.094067
-12.383442,-11.82736,3.195225,1.327033,-1.535701,-1.567552
-16.150312,-17.12959,6.131863,-1.448821,-0.378274,-0.735302
-12.445096,-14.364146,8.699775,-2.564969,0.84733,1.952401
-8.295134,-9.404903,9.658103,-2.753524,1.488896,3.471757
4.246333,8.239466,6.974066,-3.461935,2.896398,5.463033
13.026917,19.6137,-1.300716,-3.695232,3.218912,5.020942
15.697784,19.6137,-9.111599,-0.525756,1.924329,2.909822
10.887589,19.6137,-9.091248,1.910008,-0.367355,-0.857276
6.863329,19.6137,-0.56506,1.936374,-2.088582,-4.012105
5.341137,14.01697,3.702223,2.953716,-2.452908,-4.457659
1.719723,2.748683,8.812907,4.386785,-2.468887,-3.993462
-2.214151,-6.115103,6.538299,3.852014,-1.764204,-3.420075
-8.945193,-14.115137,4.854491,2.882875,-1.625984,-2.333489
-14.512594,-19.446098,5.258533,0.128858,-0.835812,-1.239446
-15.205751,-19.417964,6.132461,-1.258669,-0.444854,-0.485493
-12.935932,-14.93639,9.443811,-2.681085,0.703251,1.979033
-5.363883,-4.500131,12.112884,-4.348782,2.258028,3.874966
6.310838,16.076088,5.518317,-4.710977,3.384296,5.487801
14.650867,19.6137,-2.693614,-4.043579,2.916905,4.297084
16.468159,19.6137,-5.773911,-2.844073,2.128064,3.155102
13.699123,19.6137,-6.687945,1.761401,0.186856,0.614142
8.766217,19.6137,-4.215805,1.268709,-0.931421,-2.748682
3.805179,12.78928,1.884332,2.671417,-2.155429,-3.48266
-1.356983,4.716219,5.983415,3.474372,-2.505906,-3.399036
-4.977799,-3.337687,5.784087,3.200063,-2.123204,-3.098094
-7.986266,-7.349376,5.121458,3.107916,-1.841171,-2.535093
-14.982481,-16.661501,5.216633,1.730508,-1.066179,-1.651975
-16.031195,-19.261736,5.681131,-1.08556,0.028396,-0.580836
-10.600269,-13.918203,6.995615,-2.682416,1.206863,1.819773
-1.592225,-1.553317,6.741817,-3.628652,2.235125,4.094148
